Id,genome_size,contigs,n50,ST,Insertion,ompK36,ompK35,Source,Source_edited,Source_summarised,Host,Country,Year,resistance_genes,plasmids,Organism,Strain
GCF_001457285,5390310,61,266378,1427,,1,1,Central venous line,central venous line,other,Homo sapiens,Netherlands,2012,"strA,aac(6')Ib-cr,aac(3)-IIa,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxA,oqxB,QnrB66,tet(A),blaCTX-M-15,blaTEM-1B,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-1/4
GCF_001457335,5395268,59,246939,1427,,1,1,sputum,sputum,sputum,Homo sapiens,Netherlands,2012,"strB,strA,aac(3)-IIa,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxB,oqxA,QnrB66,aac(6')Ib-cr,tet(A),blaTEM-1B,blaSHV-11,blaCTX-M-15,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-2
GCF_001460475,5401315,62,375032,1427,,1,1,throat,throat,other,Homo sapiens,Netherlands,2012,"aac(3)-IIa,strB,strA,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxA,oqxB,QnrB66,aac(6')Ib-cr,tet(A),blaTEM-1B,blaCTX-M-15,blaOXA-1,blaSHV-11,catB3","IncFIB(K),ColpVC,Col(MG828)",Klebsiella pneumoniae,KPOI-5
GCF_001460495,5391503,64,235306,1427,,1,1,,,,,Netherlands,2012,"strA,strB,aac(3)-IIa,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrB66,tet(A),blaSHV-11,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPEI-2
GCF_001460505,5221338,62,184237,1782,,1,1,Perineum,perineum,other,Homo sapiens,Netherlands,2012,"strB,strA,fosA,sul2,dfrA14,oqxA,oqxB,blaSHV-99,blaTEM-1B,blaCTX-M-15",IncN,Klebsiella pneumoniae,KP-11U
GCF_001460565,5398855,64,424647,1427,,1,1,sputum,sputum,sputum,Homo sapiens,Netherlands,2012,"aac(6')Ib-cr,strB,strA,aac(3)-IIa,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB66,tet(A),blaTEM-1B,blaSHV-11,blaCTX-M-15,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-3
GCF_001460575,5472103,89,182036,927,,1,1,blood,blood,blood,Homo sapiens,Netherlands,2012,"strA,aac(3)-IId,strB,fosA,sul2,dfrA5,oqxA,oqxB,tet(D),blaSHV-11,catA1","IncFIB(K),IncHI1B",Klebsiella pneumoniae,KP-54M
GCF_001460975,5389601,61,235354,1427,,1,1,patient room,patient room,environment,Homo sapiens,Netherlands,2012,"aac(6')Ib-cr,strB,strA,aac(3)-IIa,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB66,tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPEI-1
GCF_001460985,5388868,71,203880,1427,,1,1,throat,throat,other,Homo sapiens,Netherlands,2012,"aac(3)-IIa,strB,strA,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxB,oqxA,aac(6')Ib-cr,QnrB66,tet(A),blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-1,catB3",IncFIB(K),Klebsiella pneumoniae,KPOI-4
GCF_001462525,5674775,139,247802,258,,1,1,Urine,urine,urine,Homo sapiens,Norway,2008,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaKPC-2,blaTEM-1A,blaOXA-9,blaLEN12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,K48-58
GCF_001462535,5410930,106,188620,-,,1,1,Urine,urine,urine,Homo sapiens,Norway,2007,"aacA4,fosA,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrS1,blaVIM-1,blaSHV-12,blaTEM-1B","IncFIB(K),IncN",Klebsiella pneumoniae,K46-62
GCF_001462545,5665075,125,212630,258,,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2008,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaKPC-2,blaTEM-1A,blaSHV-12,blaOXA-9,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,K52-10
GCF_001462555,5605919,117,247802,258,,1,1,Expectorate,expectorate,other,Homo sapiens,Norway,2007,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaSHV-12,blaOXA-9,blaKPC-2","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,K47-25
GCF_001462605,5676421,166,166404,258,,1,1,Blood,blood,blood,Homo sapiens,Norway,2008,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaKPC-2,blaTEM-1A,blaOXA-9,blaLEN12,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,K52-36
GCF_001462615,5667986,128,247802,258,,1,1,Wound secretion,wound secretion,other,Homo sapiens,Norway,2008,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaOXA-9,blaLEN12,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,K52-43
GCF_001462645,5724821,140,270453,258,,1,1,Urine,urine,urine,Homo sapiens,Norway,2008,"aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,blaTEM-1A,blaLEN12,blaOXA-9,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K)",Klebsiella pneumoniae,K53-64
GCF_001462655,5660684,124,203931,258,,1,1,Blood,blood,blood,Homo sapiens,Norway,2008,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaOXA-9,blaSHV-12,blaKPC-2,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,K52-74
GCF_001462685,5655208,123,247802,258,,1,1,Expectorate,expectorate,other,Homo sapiens,Norway,2009,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaOXA-9,blaLEN12,blaKPC-2,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,K54-05
GCF_001462705,5906725,164,180085,461,,1,0,Urine,urine,urine,Homo sapiens,Norway,2009,"fosA,oqxB,oqxA,blaKPC-2,blaOXA-9,blaTEM-1A,blaSHV-1","IncFIB(pKPHS1),IncFIB(pQil),IncFII(K),IncFIB(K),IncFII(Y)",Klebsiella pneumoniae,K57-33
GCF_001462735,5981886,166,325820,11,,1,0,Urine,urine,urine,Homo sapiens,Norway,2010,"aadA1,aadA2,aac(3)-IIa,aacA4,armA,aph(3')-Ia,aph(3')-VIa,fosA,msr(E),mph(E),sul1,dfrA12,QnrS1,aac(6')Ib-cr,oqxA,oqxB,tet(A),blaCTX-M-15,blaNDM-1,blaOXA-9,blaTEM-1A,blaOXA-1,blaSHV-11,catB3","IncFII(pCRY),IncR,IncFII(K),ColRNAI,IncFIB(Mar),IncFIB(pQil),IncHI1B,IncFIB(K)",Klebsiella pneumoniae,K66-45
GCF_001462765,5657307,112,270452,258,,1,1,Expectorate,expectorate,other,Homo sapiens,Norway,2010,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaSHV-12,blaOXA-9,blaKPC-2,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,K66-62
GCF_001462785,5686205,164,154459,258,,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2010,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaKPC-2,blaSHV-12,blaOXA-9","IncFII(K),ColRNAI,IncFII,IncX3,IncFIB(pQil),IncFIB(K)",Klebsiella pneumoniae,K66-73
GCF_001462795,5596992,109,203938,258,,1,1,Urine,urine,urine,Homo sapiens,Norway,2010,"aac(6')Ib-cr,aph(3')-Ia,aadA2,aadA1,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,aac(6')Ib-cr,oqxB,oqxA,blaOXA-9,blaTEM-1A,blaSHV-12,blaKPC-3,catA1","IncI2,ColRNAI,IncFIB(K),IncFII(K),IncFII(Y)",Klebsiella pneumoniae,K67-17
GCF_001462825,5818648,97,235633,147,GD,1,0,Ear secretion,ear secretion,other,Homo sapiens,Norway,2010,"aacA4,strB,aph(3')-Ia,strA,aadA24,fosA,mph(A),sul1,dfrA1,aac(6')Ib-cr,oqxA,oqxB,blaSHV-11,blaVIM-27","IncR,IncFIB(Mar),IncFIB(pKPHS1),IncFII,IncHI1B,IncFIB(K)",Klebsiella pneumoniae,K68-18
GCF_001462845,5769822,88,214702,147,GD,1,0,Urine,urine,urine,Homo sapiens,Norway,2010,"aadA24,fosA,dfrA1,oqxA,oqxB,blaVIM-27,blaSHV-11","IncFIB(pKPHS1),IncFII,IncFIB(Mar),IncFIB(K),IncHI1B",Klebsiella pneumoniae,K68-73
GCF_001462865,5712687,145,126844,258,GD,1,1,Airway specimen,airway specimen,other,Homo sapiens,Norway,2011,"aadA2,aac(6')-Ib,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaSHV-11,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,50518740
GCF_001462885,6030373,115,428107,525,GD,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2011,"rmtC,aac(6')Ib-cr,aac(3)-IIa,fosA,sul1,aac(6')Ib-cr,oqxB,oqxA,tet(D),tet(A),blaNDM-1,blaSHV-11,blaTEM-1B,blaOXA-181,blaOXA-1,blaCTX-M-15,catB3","IncHI2,IncFII(K),IncFIB(Mar),IncFIB(pKPHS1),IncFIB(pB171),IncHI2A,IncFII,IncFII(Yp),IncHI1B,IncFIB(K),RepA",Klebsiella pneumoniae,50531633
GCF_001462905,5833342,170,95673,405,,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2011,"strA,aac(3)-IIa,strB,aac(6')Ib-cr,fosA,sul2,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrB66,tet(A),blaCTX-M-15,blaSHV-76,blaOXA-48,blaTEM-1B,blaOXA-1,catB3","IncFIB(pKPHS1),IncFIB(K),IncFII(K),IncL/M(pOXA-48)",Klebsiella pneumoniae,50572569
GCF_001462965,5503479,78,270606,11,,1,1,Urine,urine,urine,Homo sapiens,Norway,2012,"aac(6')Ib-cr,strB,strA,fosA,sul2,aac(6')Ib-cr,oqxA,oqxB,QnrB1,blaTEM-1B,blaCTX-M-15,blaSHV-11,blaOXA-245,blaOXA-1,catB3,catA2","IncR,IncL/M(pOXA-48)",Klebsiella pneumoniae,50625602
GCF_001463055,5738166,192,149732,258,GD,1,1,Tracheal secretion,tracheal secretion,other,Homo sapiens,Norway,2011,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaTEM-1A,blaKPC-2,blaOXA-9,blaLEN12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,50509588
GCF_001463085,5586844,111,172645,147,,1,1,Thigh tissue,thigh tissue,other,Homo sapiens,Norway,2012,"aac(3)-IIa,strB,strA,rmtC,aacA4,fosA,sul1,sul2,dfrA14,oqxA,oqxB,QnrB66,aac(6')Ib-cr,tet(A),blaOXA-1,blaTEM-1B,blaSHV-11,blaCMY-6,blaCTX-M-15,blaNDM-1,catB3","IncA/C2,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,50580255
GCF_001463105,5471211,191,108738,340,,1,1,Urine,urine,urine,Homo sapiens,Norway,2012,"aph(3')-Ia,aph(3')-VIa,fosA,sul3,sul1,dfrA12,QnrB19,oqxA,oqxB,tet(D),blaTEM-1B,blaSHV-11,blaKPC-2,cmlA1","IncR,IncI1,IncFII(K),ColRNAI,IncQ1,IncFIB(K)",Klebsiella pneumoniae,50606221
GCF_001463125,6095009,168,123985,11,,1,0,Urine,urine,urine,Homo sapiens,Norway,2012,"aph(3')-VIa,rmtC,aac(3)-IIa,strA,strB,aacA4,fosA,mph(A),sul2,sul1,dfrA14,oqxA,oqxB,aac(6')Ib-cr,QnrS1,blaCTX-M-15,blaCMY-6,blaSHV-11,blaOXA-1,blaNDM-1,catA1,catB3","IncFII(K),IncFIB(Mar),ColRNAI,IncA/C2,IncHI1B,IncFIB(K),IncN",Klebsiella pneumoniae,50627996
GCF_001463165,5491870,1,5491870,14,GD,1,1,urine,urine,urine,Homo sapiens,India,2010,"aac(6')Ib-cr,fosA,dfrA1,aac(6')Ib-cr,oqxA,oqxB,blaSHV-28,blaOXA-1,catB3",,Klebsiella pneumoniae,U25
GCF_001463185,5950585,206,291718,1466,,1,1,Haematoma gall bladder,haematoma gall bladder,other,Homo sapiens,Norway,2012,"ARR-3,aadA1,aph(3')-Ia,aacA4,fosA,mph(A),sul1,dfrB1,QnrB4,aac(6')Ib-cr,oqxA,oqxB,blaOKP-A-6,blaVIM-1,blaDHA-1,blaOXA-1,catB2,catA1,catB3","IncR,IncL/M(pOXA-48),IncFIB(K),IncFIB(Mar)",Klebsiella pneumoniae,50667959
GCF_001463215,5579363,90,317126,336,,1,1,Blood,blood,blood,Homo sapiens,Norway,2012,"aac(6')Ib-cr,strA,strB,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,QnrB1,blaNDM-7,blaSHV-11,blaCTX-M-15,blaTEM-1B,blaOXA-1,catB3","IncX3,IncQ1,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,50675619
GCF_001463285,5493115,135,130711,258,,1,1,Blood,blood,blood,Homo sapiens,Norway,2013,"aadA2,aac(6')-Ib,fosA,sul1,oqxA,aac(6')Ib-cr,oqxB,blaSHV-11,blaKPC-3","IncX3,IncFIB(K),ColRNAI",Klebsiella pneumoniae,50732159
GCF_001463295,5485745,102,152284,187,,1,1,Urine,urine,urine,Homo sapiens,Norway,2013,"fosA,oqxA,oqxB,blaOXA-48,blaSHV-11","IncFIA(HI1),IncFIB(K),IncFII(K),IncL/M(pOXA-48)",Klebsiella pneumoniae,50700924
GCF_001463415,5399839,208,99133,258,TD,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2014,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxB,oqxA,blaTEM-1A,blaKPC-2,blaOXA-9,blaSHV-12","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,50834782
GCF_001463445,5292577,64,349720,37,,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2014,"aacA4,rmtC,fosA,sul1,aac(6')Ib-cr,oqxB,oqxA,blaNDM-1,blaSHV-11,blaCMY-6","IncA/C2,ColRNAI",Klebsiella pneumoniae,50877064
GCF_001463475,5687613,139,142583,14,,1,1,Urine,urine,urine,Homo sapiens,Norway,2014,"strA,strB,fosA,sul2,dfrA14,QnrB66,oqxB,oqxA,tet(A),blaSHV-28,blaOXA-162,blaTEM-1B,blaCTX-M-15","IncFIB(pKPHS1),IncFIB(K),IncFII(K),IncL/M(pOXA-48)",Klebsiella pneumoniae,50884375
GCF_001463525,6002026,132,147998,855,,1,1,Tracheal secretion,tracheal secretion,other,Homo sapiens,Norway,2014,"aadA1,aac(6')-Ib,aadA2,strB,strA,fosA,sul1,oqxA,oqxB,aac(6')Ib-cr,QnrB19,tet(B),blaKPC-2,blaSHV-11,blaTEM-1A,blaOXA-9","IncFII(pCRY),ColRNAI,IncFIB(Mar),IncFII(Y),IncHI1B,IncFIB(K)",Klebsiella pneumoniae,50893576
GCF_001463555,5871817,165,377457,17,,1,1,Urine,urine,urine,Homo sapiens,Norway,2013,"ARR-3,aac(6')-Im,aadA2,strB,strA,aacA4,aph(3')-Ia,aph(2'')-Ib,fosA,mph(A),sul1,sul2,dfrA5,dfrA14,oqxB,oqxA,aac(6')Ib-cr,tet(D),blaTEM-1B,blaOXA-1,blaLEN12,blaNDM-1,catB3,catA2","IncHI2,IncFII(K),IncHI2A,IncA/C2,IncFII,IncFIB(pQil),IncFIB(K),RepA",Klebsiella pneumoniae,50690310
GCF_001463605,5486260,94,242940,11,,1,1,Blood,blood,blood,Homo sapiens,Norway,2013,"aac(6')Ib-cr,fosA,aac(6')Ib-cr,QnrB1,oqxB,oqxA,blaSHV-11,blaOXA-245,blaOXA-1,catB3,catA2","IncR,IncL/M(pOXA-48)",Klebsiella pneumoniae,50806829
GCF_001463615,5725677,177,114450,101,,1,1,Abdominal drain tube,abdominal drain tube,other,Homo sapiens,Norway,2013,"ARR-3,strB,strA,aacA4,aadA1,aac(3)-IIa,aph(3')-VIa,fosA,ere(A),ere(B),sul1,sul2,dfrA5,QnrS1,oqxA,oqxB,aac(6')Ib-cr,tet(A),blaOXA-1,blaOXA-9,blaTEM-1B,blaSHV-1,blaNDM-1,blaCTX-M-15,catB3,catA1","IncFIB(K),IncHI1B,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,50752501
GCF_001463665,5560392,208,97629,17,,1,1,Rectal swab,rectal swab,stool,Homo sapiens,Norway,2014,"aadA1,aac(6')-Ib,strA,strB,aph(3')-VIa,fosA,sul2,dfrA14,QnrB66,oqxB,aac(6')Ib-cr,oqxA,QnrS1,blaNDM-1,blaTEM-1B,blaSHV-11,blaOXA-9,blaCTX-M-15","IncFIB(K),IncFIB(pQil),IncFII(K)",Klebsiella pneumoniae,50825040
GCF_001463685,5826331,108,350094,981,,1,1,Urine,urine,urine,Homo sapiens,Norway,2014,"fosA,QnrS1,oqxB,oqxA,blaOXA-48,blaLEN16","IncFIB(K),IncL/M(pOXA-48)",Klebsiella pneumoniae,50878013
GCF_001466765,5362779,51,356170,-,,1,1,Indonesian Tempeh,indonesian tempeh,other,,Indonesia,2013,"fosA,oqxA,oqxB,blaOKP-B-8","IncFIB(K),IncFII(K)",Klebsiella pneumoniae,II EMP3
GCF_001471835,5979858,8,5428096,258,,1,1,Jejunal aspirate,jejunal aspirate,other,Homo sapiens,USA,2013,"aac(6')-Ib,aph(4)-Ia,aac(3)-IVa,aac(6')-Ib,aadA2,aadA2,aac(6')-Ib,fosA,mph(A),mph(A),sul1,sul3,sul3,sul1,dfrA12,dfrA12,aac(6')Ib-cr,aac(6')Ib-cr,aac(6')Ib-cr,blaKPC-2,blaSHV-11,blaSHV-11,blaSHV-11","Col(MGD2),IncR,IncFII(K),ColRNAI,IncX3,IncFIB(K)",Klebsiella pneumoniae,FDAARGOS_91
GCF_001482345,5406866,3,5278493,111,,1,1,the activated sludge of Harbin Taiping,activated sludge,other,,China,2014,"fosA,oqxB,oqxA,blaSHV-11","IncFIB(K),IncHI1B",Klebsiella pneumoniae,J1
GCF_001482605,5622984,122,108816,16,,1,1,,,,,Denmark,2015,"aadA2,strA,aac(6')Ib-cr,strB,aph(3')-Ia,fosA,mph(A),sul2,sul1,dfrA14,dfrA12,aac(6')Ib-cr,oqxA,oqxB,QnrB66,tet(A),blaCTX-M-15,blaSHV-1,blaNDM-5,blaTEM-1B,blaOXA-1,catB3,catA2","IncFIB(pKPHS1),IncX3,ColRNAI,IncHI1B,IncFIB(Mar)",Klebsiella pneumoniae,CPO-2015-0003
GCF_001482645,5457054,82,222404,35,,1,1,pleural fluid,pleural fluid,other,Homo sapiens,Denmark,2014,"aac(6')-IIc,strB,strA,aadA2,aadA1,fosA,ere(A),sul1,sul2,dfrA18,QnrA1,oqxB,oqxA,blaSHV-1,blaOXA-436,blaTEM-1B,blaOXA-10,cml","IncHI2A,IncHI2,RepA,ColRNAI",Klebsiella pneumoniae,AMA 782
GCF_001482995,5891084,228,115118,258,,1,1,blood,blood,blood,Homo sapiens,USA,2010,"strA,aadA2,aac(6')-Ib,aadA1,strB,fosA,sul1,sul2,dfrA12,dfrA14,aac(6')Ib-cr,oqxA,oqxB,blaKPC-3,blaOXA-9,blaSHV-12,blaTEM-1A,catA1","IncFII(K),ColRNAI,IncFII(Y),IncFIA(HI1),IncX3,IncFIB(K),FII(pBK30683)",Klebsiella pneumoniae,OC217
GCF_001483005,5903286,148,169891,258,,1,1,Blood,blood,blood,Homo sapiens,USA,2010,"strA,aadA2,aadA1,strB,aac(6')-Ib,aac(6')-Ib,fosA,sul1,sul2,dfrA12,dfrA14,aac(6')Ib-cr,oqxA,oqxB,aac(6')Ib-cr,blaKPC-3,blaOXA-9,blaSHV-12,blaTEM-1A,catA1","IncFII(K),ColRNAI,IncFII(Y),IncFIA(HI1),IncX3,IncFIB(K),FII(pBK30683)",Klebsiella pneumoniae,Z3209
GCF_001483045,5653094,234,82924,13,,1,1,blood,blood,blood,Homo sapiens,USA,2011,"aac(6')-Ib,aadB,fosA,sul2,sul1,sul1,aac(6')Ib-cr,tet(A),blaKPC-3,blaVEB-1,blaSHV-101","IncFIA(HI1),IncA/C2,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,OC511
GCF_001483055,5470735,133,133790,14,,1,1,blood,blood,blood,Homo sapiens,USA,2011,"aadA1,fosA,sul1,dfrA1,oqxA,oqxB,blaSHV-28",IncFIB(K),Klebsiella pneumoniae,K1
GCF_001483105,5990845,205,115345,258,,1,1,blood,blood,blood,Homo sapiens,USA,2011,"strA,strB,aac(6')-Ib,aadA1,fosA,sul2,dfrA14,aac(6')Ib-cr,oqxB,oqxA,tet(A),blaKPC-3,blaOXA-9,blaTEM-1A,blaCMY-2,blaSHV-12,floR,catA1","IncFII(K),ColRNAI,IncA/C2,IncFII(Y),IncFIA(HI1),IncX3,IncFIB(K),FII(pBK30683)",Klebsiella pneumoniae,OC648
GCF_001483725,5363365,264,73653,273,,1,1,pus,pus,other,Homo sapiens,Norway,2007,"aacA4,strA,aph(3')-Ia,aadA2,strB,fosA,mph(A),sul1,dfrA12,dfrA14,QnrS1,oqxB,oqxA,aac(6')Ib-cr,blaVIM-1,catA2","IncR,IncN,ColRNAI",Klebsiella pneumoniae,K45-67
GCF_001510995,5655663,111,203726,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,oqxA,aac(6')Ib-cr,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500514
GCF_001511015,5873612,92,203596,147,,1,0,,,,,,,"fosA,oqxA,oqxB,blaSHV-11,blaKPC-2","IncFII(K),IncFIB(Mar),IncFIB(pKPHS1),IncFII,IncFIB(pQil),IncHI1B,IncFIB(K)",Klebsiella pneumoniae,143500513
GCF_001511035,5647705,112,220693,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxA,aac(6')Ib-cr,oqxB,blaTEM-1A,blaOXA-9,blaKPC-2,blaSHV-12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500505
GCF_001511055,5653266,96,203726,258,,0,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaOXA-9,blaTEM-1A,blaSHV-12,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500500
GCF_001511095,5530126,83,270453,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,fosA,oqxA,aac(6')Ib-cr,oqxB,blaTEM-1A,blaSHV-11,blaOXA-9,blaKPC-2","IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500512
GCF_001511115,5587204,120,212783,258,,1,1,,,,,,,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500541
GCF_001511135,5700019,143,105141,258,,1,1,,,,,,,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxB,oqxA,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500538
GCF_001511155,5585573,111,209445,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxA,aac(6')Ib-cr,oqxB,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500549
GCF_001511175,5587188,106,203708,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxA,aac(6')Ib-cr,oqxB,blaOXA-9,blaTEM-1A,blaSHV-12,blaKPC-2,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500535
GCF_001511195,5416940,296,36788,258,GD,1,1,,,,,,,"aac(6')-Ib,fosA,aac(6')Ib-cr,oqxA,oqxB,blaTEM-1A,blaOXA-9,blaSHV-12,blaKPC-2","IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500552
GCF_001511215,5624155,102,172201,258,,1,1,,,,,,,"aac(6')-Ib,aadA2,fosA,sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500554
GCF_001511255,5584581,114,213732,258,,1,1,,,,,,,"aac(6')-Ib,aph(3')-Ia,aadA2,fosA,mph(A),sul1,dfrA12,aac(6')Ib-cr,oqxA,oqxB,blaKPC-2,blaOXA-9,blaTEM-1A,blaSHV-12,catA1","IncFIB(K),IncX3,IncFIB(pQil),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500529
GCF_001511275,5554570,114,217117,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,aadA2,fosA,mph(A),sul1,dfrA12,oqxB,aac(6')Ib-cr,oqxA,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(pQil),IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500528
GCF_001511295,5493868,150,220558,258,,1,1,,,,,,,"aph(3')-Ia,aac(6')-Ib,fosA,mph(A),oqxA,aac(6')Ib-cr,oqxB,blaKPC-2,blaTEM-1A,blaOXA-9,blaSHV-12,catA1","IncFIB(pQil),IncX3,IncFIB(K),IncFII(K),ColRNAI",Klebsiella pneumoniae,143500537
